session_id,video_path,fps,frame_width,frame_height,event_name,reference_frame,reference_time_s,point_name,x_px,y_px,annotator_id,annotation_round,quality_note
32fec03e-0046-4581-885b-ef0d7f174e53,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\32fec03e-0046-4581-885b-ef0d7f174e53\video_processed.mp4,30.0,720,1280,impact,106,3.53333,,,,consensus,1,adjudication:D0011;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
32fec03e-0046-4581-885b-ef0d7f174e53,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\32fec03e-0046-4581-885b-ef0d7f174e53\video_processed.mp4,30.0,720,1280,top_backswing,86,2.86667,,,,consensus,1,adjudication:D0012;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
332a7a76-cfa3-449e-9150-f93050fed050,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\332a7a76-cfa3-449e-9150-f93050fed050\video_processed.mp4,50.0,1920,1080,address,4,0.08,,,,consensus,1,adjudication:D0013;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
332a7a76-cfa3-449e-9150-f93050fed050,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\332a7a76-cfa3-449e-9150-f93050fed050\video_processed.mp4,50.0,1920,1080,downswing_transition,54,1.08,,,,consensus,1,adjudication:D0014;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
332a7a76-cfa3-449e-9150-f93050fed050,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\332a7a76-cfa3-449e-9150-f93050fed050\video_processed.mp4,50.0,1920,1080,impact,69,1.38,,,,consensus,1,adjudication:D0015;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
332a7a76-cfa3-449e-9150-f93050fed050,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\332a7a76-cfa3-449e-9150-f93050fed050\video_processed.mp4,50.0,1920,1080,top_backswing,49,0.98,,,,consensus,1,adjudication:D0016;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
36b05de8-5e98-425f-8b72-8e505337e150,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\36b05de8-5e98-425f-8b72-8e505337e150\video_processed.mp4,47.95232700693679,1080,1920,address,0,0.0,,,,consensus,1,adjudication:D0017;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
36b05de8-5e98-425f-8b72-8e505337e150,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\36b05de8-5e98-425f-8b72-8e505337e150\video_processed.mp4,47.95232700693679,1080,1920,downswing_transition,60,1.25124,,,,consensus,1,adjudication:D0018;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
36b05de8-5e98-425f-8b72-8e505337e150,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\36b05de8-5e98-425f-8b72-8e505337e150\video_processed.mp4,47.95232700693679,1080,1920,impact,70,1.45978,,,,consensus,1,adjudication:D0019;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
36b05de8-5e98-425f-8b72-8e505337e150,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\36b05de8-5e98-425f-8b72-8e505337e150\video_processed.mp4,47.95232700693679,1080,1920,top_backswing,48,1.00099,,,,consensus,1,adjudication:D0020;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
3c77a7e3-9d0f-43f4-bbfa-c142c7b24bf1,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\3c77a7e3-9d0f-43f4-bbfa-c142c7b24bf1\video_processed.mp4,59.94005994005994,1080,1920,address,59,0.98432,,,,consensus,1,adjudication:D0021;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
3c77a7e3-9d0f-43f4-bbfa-c142c7b24bf1,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\3c77a7e3-9d0f-43f4-bbfa-c142c7b24bf1\video_processed.mp4,59.94005994005994,1080,1920,downswing_transition,143,2.38572,,,,consensus,1,adjudication:D0022;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
3c77a7e3-9d0f-43f4-bbfa-c142c7b24bf1,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\3c77a7e3-9d0f-43f4-bbfa-c142c7b24bf1\video_processed.mp4,59.94005994005994,1080,1920,impact,152,2.53587,,,,consensus,1,adjudication:D0023;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
3c77a7e3-9d0f-43f4-bbfa-c142c7b24bf1,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\3c77a7e3-9d0f-43f4-bbfa-c142c7b24bf1\video_processed.mp4,59.94005994005994,1080,1920,top_backswing,126,2.1021,,,,consensus,1,adjudication:D0024;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
3d47c3b9-21d9-4794-995d-52804115fb8b,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\3d47c3b9-21d9-4794-995d-52804115fb8b\video_processed.mp4,50.0,1920,1080,address,4,0.08,,,,consensus,1,adjudication:D0025;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
3d47c3b9-21d9-4794-995d-52804115fb8b,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\3d47c3b9-21d9-4794-995d-52804115fb8b\video_processed.mp4,50.0,1920,1080,downswing_transition,30,0.6,,,,consensus,1,adjudication:D0026;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
3d47c3b9-21d9-4794-995d-52804115fb8b,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\3d47c3b9-21d9-4794-995d-52804115fb8b\video_processed.mp4,50.0,1920,1080,impact,35,0.7,,,,consensus,1,adjudication:D0027;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
3d47c3b9-21d9-4794-995d-52804115fb8b,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\3d47c3b9-21d9-4794-995d-52804115fb8b\video_processed.mp4,50.0,1920,1080,top_backswing,28,0.56,,,,consensus,1,adjudication:D0028;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
42f8729a-ed28-45a2-bf9b-397d2d698bb0,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\42f8729a-ed28-45a2-bf9b-397d2d698bb0\video_processed.mp4,50.0,1920,1080,address,0,0.0,,,,consensus,1,adjudication:D0029;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
42f8729a-ed28-45a2-bf9b-397d2d698bb0,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\42f8729a-ed28-45a2-bf9b-397d2d698bb0\video_processed.mp4,50.0,1920,1080,downswing_transition,41,0.82,,,,consensus,1,adjudication:D0030;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
42f8729a-ed28-45a2-bf9b-397d2d698bb0,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\42f8729a-ed28-45a2-bf9b-397d2d698bb0\video_processed.mp4,50.0,1920,1080,impact,56,1.12,,,,consensus,1,adjudication:D0031;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
42f8729a-ed28-45a2-bf9b-397d2d698bb0,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\42f8729a-ed28-45a2-bf9b-397d2d698bb0\video_processed.mp4,50.0,1920,1080,top_backswing,39,0.78,,,,consensus,1,adjudication:D0032;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
48c9026f-11c4-410d-82ec-f33d477d9db6,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\48c9026f-11c4-410d-82ec-f33d477d9db6\video_processed.mp4,29.92924528301887,576,1024,address,34,1.13601,,,,consensus,1,adjudication:D0033;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
48c9026f-11c4-410d-82ec-f33d477d9db6,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\48c9026f-11c4-410d-82ec-f33d477d9db6\video_processed.mp4,29.92924528301887,576,1024,downswing_transition,184,6.14783,,,,consensus,1,adjudication:D0034;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
48c9026f-11c4-410d-82ec-f33d477d9db6,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\48c9026f-11c4-410d-82ec-f33d477d9db6\video_processed.mp4,29.92924528301887,576,1024,impact,236,7.88526,,,,consensus,1,adjudication:D0035;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
48c9026f-11c4-410d-82ec-f33d477d9db6,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\48c9026f-11c4-410d-82ec-f33d477d9db6\video_processed.mp4,29.92924528301887,576,1024,top_backswing,180,6.01418,,,,consensus,1,adjudication:D0036;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
511a396b-aa38-4056-a980-76723ed0c05f,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\511a396b-aa38-4056-a980-76723ed0c05f\video_processed.mp4,59.94005994005994,1080,1920,address,56,0.93427,,,,consensus,1,adjudication:D0037;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
511a396b-aa38-4056-a980-76723ed0c05f,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\511a396b-aa38-4056-a980-76723ed0c05f\video_processed.mp4,59.94005994005994,1080,1920,downswing_transition,132,2.2022,,,,consensus,1,adjudication:D0038;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
511a396b-aa38-4056-a980-76723ed0c05f,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\511a396b-aa38-4056-a980-76723ed0c05f\video_processed.mp4,59.94005994005994,1080,1920,impact,143,2.38572,,,,consensus,1,adjudication:D0039;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
511a396b-aa38-4056-a980-76723ed0c05f,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\511a396b-aa38-4056-a980-76723ed0c05f\video_processed.mp4,59.94005994005994,1080,1920,top_backswing,130,2.16883,,,,consensus,1,adjudication:D0040;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
57660e2f-8425-445f-bca0-17c6e557f1b0,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\57660e2f-8425-445f-bca0-17c6e557f1b0\video_processed.mp4,50.0,720,1280,address,25,0.5,,,,consensus,1,adjudication:D0041;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
57660e2f-8425-445f-bca0-17c6e557f1b0,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\57660e2f-8425-445f-bca0-17c6e557f1b0\video_processed.mp4,50.0,720,1280,downswing_transition,180,3.6,,,,consensus,1,adjudication:D0042;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
57660e2f-8425-445f-bca0-17c6e557f1b0,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\57660e2f-8425-445f-bca0-17c6e557f1b0\video_processed.mp4,50.0,720,1280,impact,242,4.84,,,,consensus,1,adjudication:D0043;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
57660e2f-8425-445f-bca0-17c6e557f1b0,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\57660e2f-8425-445f-bca0-17c6e557f1b0\video_processed.mp4,50.0,720,1280,top_backswing,177,3.54,,,,consensus,1,adjudication:D0044;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
7473617c-26a8-428f-9ba6-fc51dd7d2156,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\7473617c-26a8-428f-9ba6-fc51dd7d2156\video_processed.mp4,50.0,1080,1920,address,3,0.06,,,,consensus,1,adjudication:D0045;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
7473617c-26a8-428f-9ba6-fc51dd7d2156,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\7473617c-26a8-428f-9ba6-fc51dd7d2156\video_processed.mp4,50.0,1080,1920,downswing_transition,48,0.96,,,,consensus,1,adjudication:D0046;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
7473617c-26a8-428f-9ba6-fc51dd7d2156,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\7473617c-26a8-428f-9ba6-fc51dd7d2156\video_processed.mp4,50.0,1080,1920,impact,60,1.2,,,,consensus,1,adjudication:D0047;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
7473617c-26a8-428f-9ba6-fc51dd7d2156,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\7473617c-26a8-428f-9ba6-fc51dd7d2156\video_processed.mp4,50.0,1080,1920,top_backswing,40,0.8,,,,consensus,1,adjudication:D0048;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
7f7bf52f-1a8f-4c38-8d68-41b634af50ab,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\7f7bf52f-1a8f-4c38-8d68-41b634af50ab\video_processed.mp4,50.0,1920,1080,address,2,0.04,,,,consensus,1,adjudication:D0049;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
7f7bf52f-1a8f-4c38-8d68-41b634af50ab,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\7f7bf52f-1a8f-4c38-8d68-41b634af50ab\video_processed.mp4,50.0,1920,1080,downswing_transition,38,0.76,,,,consensus,1,adjudication:D0050;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
7f7bf52f-1a8f-4c38-8d68-41b634af50ab,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\7f7bf52f-1a8f-4c38-8d68-41b634af50ab\video_processed.mp4,50.0,1920,1080,impact,44,0.88,,,,consensus,1,adjudication:D0051;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
7f7bf52f-1a8f-4c38-8d68-41b634af50ab,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\7f7bf52f-1a8f-4c38-8d68-41b634af50ab\video_processed.mp4,50.0,1920,1080,top_backswing,36,0.72,,,,consensus,1,adjudication:D0052;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
81681211-21c8-4d55-9d89-095b3a80d022,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\81681211-21c8-4d55-9d89-095b3a80d022\video_processed.mp4,50.0,1080,1920,address,58,1.16,,,,consensus,1,adjudication:D0053;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
81681211-21c8-4d55-9d89-095b3a80d022,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\81681211-21c8-4d55-9d89-095b3a80d022\video_processed.mp4,50.0,1080,1920,downswing_transition,422,8.44,,,,consensus,1,adjudication:D0054;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
81681211-21c8-4d55-9d89-095b3a80d022,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\81681211-21c8-4d55-9d89-095b3a80d022\video_processed.mp4,50.0,1080,1920,impact,532,10.64,,,,consensus,1,adjudication:D0055;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
81681211-21c8-4d55-9d89-095b3a80d022,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\81681211-21c8-4d55-9d89-095b3a80d022\video_processed.mp4,50.0,1080,1920,top_backswing,412,8.24,,,,consensus,1,adjudication:D0056;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
82b83897-42aa-447f-82ea-5e471706e7c5,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\82b83897-42aa-447f-82ea-5e471706e7c5\video_processed.mp4,60.0,1080,1920,address,4,0.06667,,,,consensus,1,adjudication:D0057;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
82b83897-42aa-447f-82ea-5e471706e7c5,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\82b83897-42aa-447f-82ea-5e471706e7c5\video_processed.mp4,60.0,1080,1920,downswing_transition,36,0.6,,,,consensus,1,adjudication:D0058;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
82b83897-42aa-447f-82ea-5e471706e7c5,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\82b83897-42aa-447f-82ea-5e471706e7c5\video_processed.mp4,60.0,1080,1920,impact,48,0.8,,,,consensus,1,adjudication:D0059;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
82b83897-42aa-447f-82ea-5e471706e7c5,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\82b83897-42aa-447f-82ea-5e471706e7c5\video_processed.mp4,60.0,1080,1920,top_backswing,32,0.53333,,,,consensus,1,adjudication:D0060;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
82f22494-5871-41de-aebc-9d2012ce6571,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\82f22494-5871-41de-aebc-9d2012ce6571\video_processed.mp4,30.0,608,1080,address,0,0.0,,,,consensus,1,adjudication:D0061;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
82f22494-5871-41de-aebc-9d2012ce6571,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\82f22494-5871-41de-aebc-9d2012ce6571\video_processed.mp4,30.0,608,1080,downswing_transition,24,0.8,,,,consensus,1,adjudication:D0062;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
82f22494-5871-41de-aebc-9d2012ce6571,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\82f22494-5871-41de-aebc-9d2012ce6571\video_processed.mp4,30.0,608,1080,impact,31,1.03333,,,,consensus,1,adjudication:D0063;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
82f22494-5871-41de-aebc-9d2012ce6571,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\82f22494-5871-41de-aebc-9d2012ce6571\video_processed.mp4,30.0,608,1080,top_backswing,22,0.73333,,,,consensus,1,adjudication:D0064;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
b95e3543-d28d-49db-be02-bbee7efb8425,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\b95e3543-d28d-49db-be02-bbee7efb8425\video_processed.mp4,50.0,1920,1080,address,4,0.08,,,,consensus,1,adjudication:D0065;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
b95e3543-d28d-49db-be02-bbee7efb8425,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\b95e3543-d28d-49db-be02-bbee7efb8425\video_processed.mp4,50.0,1920,1080,downswing_transition,28,0.56,,,,consensus,1,adjudication:D0066;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
b95e3543-d28d-49db-be02-bbee7efb8425,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\b95e3543-d28d-49db-be02-bbee7efb8425\video_processed.mp4,50.0,1920,1080,impact,38,0.76,,,,consensus,1,adjudication:D0067;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
b95e3543-d28d-49db-be02-bbee7efb8425,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\b95e3543-d28d-49db-be02-bbee7efb8425\video_processed.mp4,50.0,1920,1080,top_backswing,22,0.44,,,,consensus,1,adjudication:D0068;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
ba749048-28f5-497e-8d85-fcbcfedb6f8c,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\ba749048-28f5-497e-8d85-fcbcfedb6f8c\video_processed.mp4,59.94005994005994,1080,1920,address,63,1.05105,,,,consensus,1,adjudication:D0069;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
ba749048-28f5-497e-8d85-fcbcfedb6f8c,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\ba749048-28f5-497e-8d85-fcbcfedb6f8c\video_processed.mp4,59.94005994005994,1080,1920,downswing_transition,132,2.2022,,,,consensus,1,adjudication:D0070;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
ba749048-28f5-497e-8d85-fcbcfedb6f8c,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\ba749048-28f5-497e-8d85-fcbcfedb6f8c\video_processed.mp4,59.94005994005994,1080,1920,impact,147,2.45245,,,,consensus,1,adjudication:D0071;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
ba749048-28f5-497e-8d85-fcbcfedb6f8c,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\ba749048-28f5-497e-8d85-fcbcfedb6f8c\video_processed.mp4,59.94005994005994,1080,1920,top_backswing,130,2.16883,,,,consensus,1,adjudication:D0072;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
c638dd17-dbb3-4068-bb40-957442fe9ec9,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\c638dd17-dbb3-4068-bb40-957442fe9ec9\video_processed.mp4,60.0,720,1280,address,27,0.45,,,,consensus,1,adjudication:D0073;decision:mean;reason:midpoint of Ivan and Daria frames (disclosed mean rule)
